# BTCUSDT Price Data
# Timeframe: 1s
# Export Date: 2025-11-23 23:05:01
# Total Candles: 171
# Price Range: $86787.60 - $86920.40
# Total Volume: 234.3920
#
time,open,high,low,close,volume,symbol
2025-11-23 17:38:30,86896.3,86896.3,86896.2,86896.3,0.8200000000000001,BTCUSDT
2025-11-23 17:38:31,86896.3,86896.3,86896.2,86896.3,0.27999999999999997,BTCUSDT
2025-11-23 17:38:32,86896.3,86896.3,86896.3,86896.3,0.011,BTCUSDT
2025-11-23 17:38:33,86896.3,86896.3,86896.3,86896.3,0.415,BTCUSDT
2025-11-23 17:38:34,86896.3,86896.3,86896.2,86896.2,0.837,BTCUSDT
2025-11-23 17:38:35,86896.3,86896.3,86896.2,86896.2,0.1,BTCUSDT
2025-11-23 17:38:36,86896.3,86896.3,86896.2,86896.3,0.1,BTCUSDT
2025-11-23 17:38:37,86896.2,86896.3,86895.8,86895.8,1.043,BTCUSDT
2025-11-23 17:38:38,86895.8,86895.8,86893.5,86893.6,1.359,BTCUSDT
2025-11-23 17:38:39,86893.5,86893.6,86893.5,86893.6,0.16,BTCUSDT
2025-11-23 17:38:40,86893.5,86893.6,86893.5,86893.5,0.23500000000000001,BTCUSDT
2025-11-23 17:38:41,86893.6,86893.6,86893.5,86893.6,0.693,BTCUSDT
2025-11-23 17:38:42,86893.5,86893.6,86893.5,86893.6,0.64,BTCUSDT
2025-11-23 17:38:43,86893.5,86893.6,86893.5,86893.6,0.039,BTCUSDT
2025-11-23 17:38:44,86893.6,86893.6,86893.5,86893.5,0.22100000000000003,BTCUSDT
2025-11-23 17:38:45,86893.5,86893.6,86893.5,86893.6,0.14100000000000001,BTCUSDT
2025-11-23 17:38:46,86893.6,86893.6,86893.5,86893.5,0.8659999999999999,BTCUSDT
2025-11-23 17:38:47,86893.5,86893.6,86893.5,86893.6,0.05,BTCUSDT
2025-11-23 17:38:48,86893.5,86907.5,86893.5,86906.7,5.436,BTCUSDT
2025-11-23 17:38:49,86906.6,86906.7,86906.6,86906.7,0.011,BTCUSDT
2025-11-23 17:38:50,86906.7,86906.7,86906.7,86906.7,0.096,BTCUSDT
2025-11-23 17:38:51,86906.7,86906.7,86906.6,86906.6,0.07,BTCUSDT
2025-11-23 17:38:52,86906.6,86906.7,86906.6,86906.7,0.436,BTCUSDT
2025-11-23 17:38:53,86905.7,86906.6,86902.1,86902.1,1.227,BTCUSDT
2025-11-23 17:38:54,86902.1,86902.2,86902.1,86902.2,0.035,BTCUSDT
2025-11-23 17:38:55,86902.1,86902.2,86902.1,86902.2,1.013,BTCUSDT
2025-11-23 17:38:56,86902.2,86902.2,86902.2,86902.2,0.068,BTCUSDT
2025-11-23 17:38:57,86902.2,86902.2,86902.1,86902.1,0.097,BTCUSDT
2025-11-23 17:38:58,86902.2,86902.2,86902.1,86902.2,0.23500000000000001,BTCUSDT
2025-11-23 17:38:59,86902.2,86902.2,86902.2,86902.2,0.398,BTCUSDT
2025-11-23 17:39:00,86902.1,86902.2,86902.1,86902.2,0.067,BTCUSDT
2025-11-23 17:39:01,86902.2,86902.2,86902.1,86902.1,0.172,BTCUSDT
2025-11-23 17:39:02,86902.2,86902.2,86902.1,86902.1,0.456,BTCUSDT
2025-11-23 17:39:03,86902.1,86902.2,86902.1,86902.2,0.6839999999999999,BTCUSDT
2025-11-23 17:39:04,86902.1,86902.1,86902.1,86902.1,0.10800000000000001,BTCUSDT
2025-11-23 17:39:05,86902.2,86902.2,86902.2,86902.2,0.144,BTCUSDT
2025-11-23 17:39:06,86902.1,86906.7,86902.1,86906.7,1.689,BTCUSDT
2025-11-23 17:39:07,86906.7,86906.7,86906.5,86906.5,0.40900000000000003,BTCUSDT
2025-11-23 17:39:08,86906.4,86906.4,86899.9,86899.9,5.5489999999999995,BTCUSDT
2025-11-23 17:39:09,86900.0,86900.0,86899.9,86899.9,0.355,BTCUSDT
2025-11-23 17:39:10,86899.9,86900.0,86899.9,86899.9,0.10400000000000001,BTCUSDT
2025-11-23 17:39:11,86899.9,86903.4,86897.3,86903.4,25.005,BTCUSDT
2025-11-23 17:39:12,86903.4,86910.6,86903.4,86910.6,2.631,BTCUSDT
2025-11-23 17:39:13,86910.7,86910.7,86910.6,86910.6,0.33999999999999997,BTCUSDT
2025-11-23 17:39:14,86910.7,86910.7,86839.0,86866.7,56.912,BTCUSDT
2025-11-23 17:39:15,86869.1,86869.1,86855.4,86855.4,5.744,BTCUSDT
2025-11-23 17:39:16,86855.5,86855.9,86855.5,86855.8,4.229,BTCUSDT
2025-11-23 17:39:17,86855.9,86855.9,86853.8,86853.8,0.435,BTCUSDT
2025-11-23 17:39:18,86853.9,86853.9,86849.4,86849.4,0.411,BTCUSDT
2025-11-23 17:39:19,86849.5,86849.5,86849.4,86849.4,0.107,BTCUSDT
2025-11-23 17:39:20,86849.4,86849.4,86831.7,86831.7,1.6400000000000001,BTCUSDT
2025-11-23 17:39:21,86831.6,86831.6,86827.8,86827.9,0.554,BTCUSDT
2025-11-23 17:39:22,86827.9,86827.9,86827.9,86827.9,0.055999999999999994,BTCUSDT
2025-11-23 17:39:23,86827.8,86827.8,86827.8,86827.8,1.016,BTCUSDT
2025-11-23 17:39:24,86827.8,86827.8,86822.9,86823.0,0.28600000000000003,BTCUSDT
2025-11-23 17:39:25,86822.9,86823.0,86822.9,86823.0,0.01,BTCUSDT
2025-11-23 17:39:26,86822.9,86822.9,86813.0,86813.0,0.454,BTCUSDT
2025-11-23 17:39:27,86812.9,86812.9,86809.5,86809.6,0.175,BTCUSDT
2025-11-23 17:39:28,86809.5,86809.6,86809.5,86809.6,0.17,BTCUSDT
2025-11-23 17:39:29,86809.5,86809.5,86805.4,86805.4,1.303,BTCUSDT
2025-11-23 17:39:30,86805.4,86805.5,86805.4,86805.4,0.41100000000000003,BTCUSDT
2025-11-23 17:39:31,86805.4,86805.4,86805.4,86805.4,0.17500000000000002,BTCUSDT
2025-11-23 17:39:32,86805.4,86805.5,86805.4,86805.5,1.202,BTCUSDT
2025-11-23 17:39:33,86805.5,86805.5,86805.4,86805.5,0.089,BTCUSDT
2025-11-23 17:39:34,86805.5,86806.3,86805.4,86806.0,4.017,BTCUSDT
2025-11-23 17:39:35,86806.4,86808.6,86806.4,86808.5,0.125,BTCUSDT
2025-11-23 17:39:36,86808.6,86808.6,86808.5,86808.5,0.058,BTCUSDT
2025-11-23 17:39:37,86808.5,86808.6,86808.5,86808.5,0.6819999999999999,BTCUSDT
2025-11-23 17:39:38,86808.5,86808.6,86808.5,86808.6,1.878,BTCUSDT
2025-11-23 17:39:39,86808.6,86808.6,86808.5,86808.5,0.177,BTCUSDT
2025-11-23 17:39:40,86808.6,86808.6,86808.6,86808.6,0.095,BTCUSDT
2025-11-23 17:39:41,86808.6,86817.6,86808.6,86817.5,2.983,BTCUSDT
2025-11-23 17:39:42,86817.5,86817.5,86816.2,86816.3,1.099,BTCUSDT
2025-11-23 17:39:43,86816.3,86816.3,86816.2,86816.2,0.128,BTCUSDT
2025-11-23 17:39:44,86816.3,86816.3,86816.3,86816.3,0.08,BTCUSDT
2025-11-23 17:39:45,86816.2,86816.3,86816.2,86816.3,0.203,BTCUSDT
2025-11-23 17:39:46,86816.2,86816.2,86816.2,86816.2,0.034999999999999996,BTCUSDT
2025-11-23 17:39:47,86816.2,86816.3,86816.2,86816.2,1.029,BTCUSDT
2025-11-23 17:39:48,86816.3,86816.3,86816.3,86816.3,0.037000000000000005,BTCUSDT
2025-11-23 17:39:49,86816.0,86816.2,86804.8,86804.8,0.732,BTCUSDT
2025-11-23 17:39:50,86804.9,86804.9,86804.8,86804.9,0.08299999999999999,BTCUSDT
2025-11-23 17:39:51,86804.8,86804.8,86800.3,86800.3,0.47200000000000003,BTCUSDT
2025-11-23 17:39:52,86800.3,86800.3,86800.3,86800.3,0.051000000000000004,BTCUSDT
2025-11-23 17:39:53,86800.4,86800.4,86800.3,86800.4,1.02,BTCUSDT
2025-11-23 17:39:54,86800.3,86800.4,86800.3,86800.3,0.083,BTCUSDT
2025-11-23 17:39:55,86800.3,86801.3,86788.3,86788.3,2.697,BTCUSDT
2025-11-23 17:39:56,86788.3,86788.4,86787.8,86787.8,0.377,BTCUSDT
2025-11-23 17:39:57,86787.7,86787.7,86787.6,86787.7,0.192,BTCUSDT
2025-11-23 17:39:58,86787.6,86787.7,86787.6,86787.6,1.9729999999999999,BTCUSDT
2025-11-23 17:39:59,86787.6,86787.7,86787.6,86787.7,2.1630000000000003,BTCUSDT
2025-11-23 17:40:00,86787.7,86787.7,86787.6,86787.7,0.208,BTCUSDT
2025-11-23 17:40:01,86787.6,86787.7,86787.6,86787.7,0.169,BTCUSDT
2025-11-23 17:40:02,86787.6,86787.6,86787.6,86787.6,0.018,BTCUSDT
2025-11-23 17:40:04,86787.6,86787.6,86787.6,86787.6,0.194,BTCUSDT
2025-11-23 17:40:05,86787.6,86787.7,86787.6,86787.7,0.029,BTCUSDT
2025-11-23 17:40:06,86787.7,86800.3,86787.7,86800.3,1.287,BTCUSDT
2025-11-23 17:40:07,86800.3,86800.3,86800.2,86800.3,0.1,BTCUSDT
2025-11-23 17:40:08,86800.3,86800.3,86800.3,86800.3,0.011,BTCUSDT
2025-11-23 17:40:09,86800.3,86800.3,86800.2,86800.2,0.07100000000000001,BTCUSDT
2025-11-23 17:40:10,86800.3,86806.8,86800.3,86806.8,0.62,BTCUSDT
2025-11-23 17:40:11,86806.8,86806.8,86806.7,86806.7,0.014,BTCUSDT
2025-11-23 17:40:12,86806.7,86806.7,86799.0,86799.0,0.992,BTCUSDT
2025-11-23 17:40:13,86799.0,86799.1,86799.0,86799.1,0.077,BTCUSDT
2025-11-23 17:40:14,86799.1,86799.1,86799.0,86799.0,0.28300000000000003,BTCUSDT
2025-11-23 17:40:15,86799.1,86799.1,86799.0,86799.1,0.039,BTCUSDT
2025-11-23 17:40:16,86799.1,86799.1,86799.0,86799.0,0.007,BTCUSDT
2025-11-23 17:40:17,86799.0,86799.0,86799.0,86799.0,0.003,BTCUSDT
2025-11-23 17:40:18,86799.1,86799.1,86799.1,86799.1,0.039,BTCUSDT
2025-11-23 17:40:19,86799.1,86799.1,86799.0,86799.0,0.793,BTCUSDT
2025-11-23 17:40:20,86799.1,86799.1,86799.0,86799.0,0.08,BTCUSDT
2025-11-23 17:40:21,86799.1,86799.1,86799.0,86799.1,0.254,BTCUSDT
2025-11-23 17:40:22,86799.0,86804.9,86799.0,86804.9,0.8160000000000001,BTCUSDT
2025-11-23 17:40:23,86805.0,86822.2,86805.0,86822.2,3.516,BTCUSDT
2025-11-23 17:40:24,86822.1,86822.1,86809.1,86809.1,5.1,BTCUSDT
2025-11-23 17:40:25,86809.0,86809.1,86809.0,86809.1,0.181,BTCUSDT
2025-11-23 17:40:26,86809.1,86814.0,86809.0,86814.0,0.24,BTCUSDT
2025-11-23 17:40:27,86814.1,86817.3,86814.1,86817.3,0.10700000000000001,BTCUSDT
2025-11-23 17:40:28,86817.4,86817.4,86817.4,86817.4,0.002,BTCUSDT
2025-11-23 17:40:29,86817.3,86817.4,86817.3,86817.4,0.402,BTCUSDT
2025-11-23 17:40:30,86817.3,86817.4,86817.3,86817.4,0.225,BTCUSDT
2025-11-23 17:40:31,86817.3,86817.3,86817.3,86817.3,0.001,BTCUSDT
2025-11-23 17:40:32,86817.3,86817.3,86817.3,86817.3,0.062,BTCUSDT
2025-11-23 17:40:33,86817.4,86824.9,86817.4,86824.9,1.265,BTCUSDT
2025-11-23 17:40:34,86825.0,86825.0,86824.9,86824.9,0.020000000000000004,BTCUSDT
2025-11-23 17:40:35,86824.9,86825.0,86824.9,86825.0,0.406,BTCUSDT
2025-11-23 17:40:36,86844.9,86845.0,86825.0,86832.1,13.207,BTCUSDT
2025-11-23 17:40:37,86832.2,86836.3,86832.1,86836.3,0.191,BTCUSDT
2025-11-23 17:40:38,86836.3,86836.3,86836.2,86836.3,0.086,BTCUSDT
2025-11-23 17:40:39,86836.2,86836.3,86836.2,86836.3,0.649,BTCUSDT
2025-11-23 17:40:40,86836.3,86836.3,86836.2,86836.3,0.124,BTCUSDT
2025-11-23 17:40:41,86836.2,86836.3,86836.2,86836.3,0.051,BTCUSDT
2025-11-23 17:40:42,86836.3,86836.3,86836.3,86836.3,0.03,BTCUSDT
2025-11-23 17:40:43,86836.3,86836.3,86836.2,86836.3,0.054,BTCUSDT
2025-11-23 17:40:44,86836.3,86836.3,86836.2,86836.2,1.035,BTCUSDT
